Geography,Geographic Area Name,Population, MedianIncome ,Pct100kPlus,TotalSalaryPopulation,100k+,125Kk+,150k+,200k+, MedianHomeValue ,PctRenter,TotalRentersPopulation,OwnerOccupied,RenterOccupied,PctBAPlus
860Z200US45772,ZCTA5 45772,"1,614"," $ 60,924.00 ",29.6%,609,114,21,28,17," $ 118,000.00 ",21.5%,609,478,13100.00%,14.4%
860Z200US45773,ZCTA5 45773,516," $ 67,065.00 ",9.1%,154,0,0,5,9," $ 239,100.00 ",14.9%,154,131,2300.00%,4.7%
860Z200US45775,ZCTA5 45775,"1,548"," $ 56,159.00 ",19.7%,598,60,5,18,35," $ 113,800.00 ",2.7%,598,582,1600.00%,13.1%
860Z200US45776,ZCTA5 45776,"1,014"," $ 43,063.00 ",20.6%,326,9,58,0,0," $ 178,600.00 ",15.0%,326,277,4900.00%,16.7%
860Z200US45778,ZCTA5 45778,"1,131"," $ 62,679.00 ",21.3%,478,75,17,10,0," $ 68,100.00 ",13.8%,478,412,6600.00%,9.4%
860Z200US45779,ZCTA5 45779,630," $ 50,938.00 ",30.3%,307,23,28,35,7," $ 115,700.00 ",25.1%,307,230,7700.00%,10.1%
860Z200US45780,ZCTA5 45780,"2,653"," $ 51,789.00 ",25.4%,"1,535",307,0,47,36," $ 246,400.00 ",47.7%,1535,803,73200.00%,31.3%
860Z200US45782,ZCTA5 45782,442," $ 46,450.00 ",14.2%,155,18,4,0,0," $ 51,900.00 ",27.1%,155,113,4200.00%,1.2%
860Z200US45783,ZCTA5 45783,217,,22.4%,107,0,24,0,0," $ 111,900.00 ",46.7%,107,57,5000.00%,5.2%
860Z200US45784,ZCTA5 45784,"3,089"," $ 80,096.00 ",31.4%,"1,257",70,108,157,60," $ 207,700.00 ",10.0%,1257,1131,12600.00%,12.5%
860Z200US45786,ZCTA5 45786,"3,019"," $ 61,295.00 ",29.4%,"1,261",202,60,73,36," $ 194,500.00 ",14.4%,1261,1079,18200.00%,16.8%
860Z200US45788,ZCTA5 45788,"1,021"," $ 79,237.00 ",29.2%,312,4,57,30,0," $ 156,700.00 ",7.7%,312,288,2400.00%,13.1%
860Z200US45789,ZCTA5 45789,177," $ 75,268.00 ",16.4%,73,0,0,12,0,,8.2%,73,67,600.00%,16.7%
860Z200US45801,ZCTA5 45801,"21,431"," $ 47,442.00 ",18.6%,"8,301",732,341,264,209," $ 111,600.00 ",45.1%,8301,4560,374100.00%,11.2%
860Z200US45804,ZCTA5 45804,"14,197"," $ 42,594.00 ",17.6%,"5,936",383,332,108,220," $ 96,100.00 ",42.7%,5936,3401,253500.00%,10.0%
860Z200US45805,ZCTA5 45805,"24,746"," $ 65,954.00 ",26.4%,"10,054",909,564,633,544," $ 153,700.00 ",36.3%,10054,6403,365100.00%,23.0%
860Z200US45806,ZCTA5 45806,"10,978"," $ 82,160.00 ",38.6%,"4,536",672,332,310,435," $ 189,800.00 ",19.8%,4536,3636,90000.00%,23.4%
860Z200US45807,ZCTA5 45807,"11,631"," $ 74,387.00 ",37.3%,"4,808",545,423,411,413," $ 192,800.00 ",17.2%,4808,3981,82700.00%,20.5%
860Z200US45808,ZCTA5 45808,329," $ 75,833.00 ",14.5%,152,2,16,1,3," $ 100,200.00 ",24.3%,152,115,3700.00%,5.2%
860Z200US45809,ZCTA5 45809,69,,48.5%,33,0,0,16,0," $ 99,400.00 ",9.1%,33,30,300.00%,7.9%
860Z200US45810,ZCTA5 45810,"7,345"," $ 59,065.00 ",26.9%,"2,474",232,105,143,185," $ 157,500.00 ",35.2%,2474,1602,87200.00%,29.7%
860Z200US45812,ZCTA5 45812,"1,938"," $ 41,230.00 ",18.2%,724,0,95,17,20," $ 118,800.00 ",30.2%,724,505,21900.00%,10.5%
860Z200US45813,ZCTA5 45813,"3,492"," $ 67,614.00 ",27.4%,"1,363",110,110,99,55," $ 144,900.00 ",21.1%,1363,1076,28700.00%,17.3%
860Z200US45814,ZCTA5 45814,"2,580"," $ 86,477.00 ",40.2%,"1,061",138,121,104,63," $ 207,100.00 ",17.8%,1061,872,18900.00%,25.0%
860Z200US45815,ZCTA5 45815,69,,38.1%,21,0,0,8,0,,0.0%,21,21,0.00%,7.8%
860Z200US45816,ZCTA5 45816,309," $ 77,614.00 ",31.1%,119,10,20,4,3," $ 122,000.00 ",10.1%,119,107,1200.00%,22.2%
860Z200US45817,ZCTA5 45817,"5,820"," $ 82,784.00 ",40.3%,"2,337",364,239,205,133," $ 195,100.00 ",17.7%,2337,1924,41300.00%,35.3%
860Z200US45819,ZCTA5 45819,249," $ 74,583.00 ",48.5%,103,28,9,12,1," $ 102,900.00 ",31.1%,103,71,3200.00%,3.7%
860Z200US45820,ZCTA5 45820,600," $ 79,643.00 ",24.6%,236,21,5,32,0," $ 107,900.00 ",16.5%,236,197,3900.00%,17.0%
860Z200US45821,ZCTA5 45821,710," $ 84,091.00 ",36.8%,296,38,19,52,0," $ 122,700.00 ",6.8%,296,276,2000.00%,11.8%
860Z200US45822,ZCTA5 45822,"20,170"," $ 72,106.00 ",31.0%,"8,476",955,758,726,191," $ 184,600.00 ",25.4%,8476,6323,215300.00%,19.8%
860Z200US45826,ZCTA5 45826,419," $ 99,583.00 ",49.7%,161,45,19,12,4," $ 275,000.00 ",13.7%,161,139,2200.00%,27.6%
860Z200US45827,ZCTA5 45827,"2,151"," $ 84,099.00 ",44.5%,895,101,67,121,109," $ 204,900.00 ",10.1%,895,805,9000.00%,14.8%
860Z200US45828,ZCTA5 45828,"6,343"," $ 77,857.00 ",39.4%,"2,164",407,236,166,44," $ 233,700.00 ",22.1%,2164,1685,47900.00%,23.7%
860Z200US45830,ZCTA5 45830,"5,403"," $ 78,449.00 ",33.6%,"2,153",260,153,159,152," $ 168,200.00 ",11.7%,2153,1901,25200.00%,24.8%
860Z200US45831,ZCTA5 45831,"3,566"," $ 74,801.00 ",33.1%,"1,431",251,68,70,84," $ 157,100.00 ",7.5%,1431,1323,10800.00%,11.6%
860Z200US45832,ZCTA5 45832,"3,098"," $ 73,056.00 ",27.2%,"1,246",114,63,95,67," $ 150,300.00 ",15.3%,1246,1055,19100.00%,14.5%
860Z200US45833,ZCTA5 45833,"10,822"," $ 66,919.00 ",29.4%,"4,522",474,258,465,132," $ 156,000.00 ",23.0%,4522,3483,103900.00%,21.3%
860Z200US45835,ZCTA5 45835,521," $ 92,813.00 ",46.8%,220,51,19,33,0," $ 95,600.00 ",8.6%,220,201,1900.00%,12.2%
860Z200US45836,ZCTA5 45836,"1,519"," $ 58,508.00 ",19.6%,667,50,31,33,17," $ 115,700.00 ",22.9%,667,514,15300.00%,12.9%
860Z200US45838,ZCTA5 45838,71," $ 88,553.00 ",3.6%,28,1,0,0,0," $ 114,300.00 ",7.1%,28,26,200.00%,0.0%
860Z200US45840,ZCTA5 45840,"54,342"," $ 64,076.00 ",30.2%,"23,738","1,932","1,491","1,675","2,069"," $ 203,800.00 ",36.0%,23738,15199,853900.00%,31.2%
860Z200US45841,ZCTA5 45841,"1,077"," $ 93,919.00 ",46.0%,472,81,76,9,51," $ 249,500.00 ",15.0%,472,401,7100.00%,33.0%
860Z200US45843,ZCTA5 45843,"3,908"," $ 68,438.00 ",29.2%,"1,564",222,102,103,30," $ 150,900.00 ",22.7%,1564,1209,35500.00%,14.1%
860Z200US45844,ZCTA5 45844,"2,905"," $ 90,917.00 ",43.1%,"1,121",127,119,130,107," $ 225,900.00 ",9.8%,1121,1011,11000.00%,19.1%
860Z200US45845,ZCTA5 45845,"3,386"," $ 91,667.00 ",46.5%,"1,184",206,71,182,91," $ 280,200.00 ",8.7%,1184,1081,10300.00%,30.8%
860Z200US45846,ZCTA5 45846,"4,763"," $ 92,273.00 ",47.0%,"1,678",360,149,188,91," $ 250,300.00 ",9.7%,1678,1515,16300.00%,19.9%
860Z200US45848,ZCTA5 45848,106," $ 79,028.00 ",28.6%,49,2,12,0,0," $ 204,800.00 ",6.1%,49,46,300.00%,32.3%
860Z200US45849,ZCTA5 45849,"1,136"," $ 92,743.00 ",42.2%,415,131,1,11,32," $ 97,500.00 ",20.2%,415,331,8400.00%,5.4%
860Z200US45850,ZCTA5 45850,"3,763"," $ 82,454.00 ",37.6%,"1,365",193,126,84,110," $ 177,900.00 ",10.3%,1365,1224,14100.00%,13.9%
860Z200US45851,ZCTA5 45851,578," $ 81,917.00 ",38.4%,242,33,23,20,17," $ 162,900.00 ",12.0%,242,213,2900.00%,21.7%
860Z200US45853,ZCTA5 45853,"1,685"," $ 84,439.00 ",43.0%,637,52,128,36,58," $ 199,700.00 ",28.4%,637,456,18100.00%,37.7%
860Z200US45854,ZCTA5 45854,339," $ 49,653.00 ",21.7%,143,12,14,5,0," $ 121,700.00 ",34.3%,143,94,4900.00%,7.1%
860Z200US45855,ZCTA5 45855,158," $ 69,167.00 ",26.5%,68,6,4,6,2," $ 97,500.00 ",22.1%,68,53,1500.00%,8.4%
860Z200US45856,ZCTA5 45856,"5,290"," $ 87,292.00 ",39.9%,"1,842",218,290,94,133," $ 167,400.00 ",19.2%,1842,1489,35300.00%,22.5%
860Z200US45858,ZCTA5 45858,"2,693"," $ 66,552.00 ",28.5%,"1,044",158,75,58,7," $ 169,600.00 ",20.6%,1044,829,21500.00%,24.9%
860Z200US45859,ZCTA5 45859,378," $ 49,792.00 ",2.9%,172,4,0,1,0," $ 59,500.00 ",23.8%,172,131,4100.00%,4.2%
860Z200US45860,ZCTA5 45860,"2,437"," $ 110,652.00 ",70.2%,748,205,97,142,81," $ 299,700.00 ",12.2%,748,657,9100.00%,23.3%
860Z200US45861,ZCTA5 45861,367," $ 90,565.00 ",31.0%,126,31,2,6,0," $ 111,300.00 ",7.1%,126,117,900.00%,7.2%
860Z200US45862,ZCTA5 45862,"1,182"," $ 38,281.00 ",15.4%,591,51,7,15,18," $ 112,000.00 ",16.2%,591,495,9600.00%,9.0%
860Z200US45863,ZCTA5 45863,"1,388"," $ 62,841.00 ",28.1%,537,63,20,62,6," $ 126,000.00 ",7.6%,537,496,4100.00%,11.2%
860Z200US45864,ZCTA5 45864,185," $ 76,250.00 ",24.7%,77,14,4,1,0," $ 164,100.00 ",13.0%,77,67,1000.00%,31.0%
860Z200US45865,ZCTA5 45865,"5,415"," $ 92,016.00 ",48.6%,"2,048",229,254,300,213," $ 265,700.00 ",11.7%,2048,1808,24000.00%,31.4%
860Z200US45866,ZCTA5 45866,100," $ 73,750.00 ",12.5%,48,3,0,3,0," $ 112,500.00 ",10.4%,48,43,500.00%,23.5%
860Z200US45867,ZCTA5 45867,975," $ 88,929.00 ",43.5%,444,75,4,93,21," $ 159,000.00 ",16.7%,444,370,7400.00%,23.5%
860Z200US45868,ZCTA5 45868,809," $ 117,750.00 ",60.2%,249,50,52,42,6," $ 145,600.00 ",13.3%,249,216,3300.00%,17.0%
860Z200US45869,ZCTA5 45869,"4,323"," $ 88,915.00 ",44.6%,"1,833",232,106,212,267," $ 242,800.00 ",16.9%,1833,1524,30900.00%,31.8%
860Z200US45870,ZCTA5 45870,505," $ 154,643.00 ",87.5%,136,7,14,98,0," $ 115,500.00 ",0.0%,136,136,0.00%,0.0%
860Z200US45871,ZCTA5 45871,"2,091"," $ 82,632.00 ",34.5%,750,113,49,52,45," $ 202,600.00 ",25.5%,750,559,19100.00%,27.9%
860Z200US45872,ZCTA5 45872,"4,572"," $ 62,380.00 ",16.3%,"1,851",102,83,86,30," $ 113,300.00 ",19.3%,1851,1493,35800.00%,11.7%
860Z200US45873,ZCTA5 45873,"2,232"," $ 66,771.00 ",24.4%,874,96,39,13,65," $ 138,400.00 ",17.4%,874,722,15200.00%,10.2%
860Z200US45874,ZCTA5 45874,"2,186"," $ 66,520.00 ",29.7%,804,104,87,16,32," $ 124,200.00 ",8.2%,804,738,6600.00%,10.9%
860Z200US45875,ZCTA5 45875,"10,861"," $ 86,358.00 ",41.4%,"3,981",463,325,479,381," $ 214,300.00 ",15.0%,3981,3383,59800.00%,31.9%
860Z200US45876,ZCTA5 45876,913," $ 75,250.00 ",34.0%,385,41,31,26,33," $ 231,700.00 ",12.7%,385,336,4900.00%,26.5%
860Z200US45877,ZCTA5 45877,"2,452"," $ 67,153.00 ",34.4%,"1,006",81,138,69,58," $ 167,500.00 ",19.2%,1006,813,19300.00%,28.6%
860Z200US45879,ZCTA5 45879,"6,524"," $ 62,159.00 ",28.9%,"2,737",339,126,173,154," $ 121,900.00 ",23.9%,2737,2083,65400.00%,15.5%
860Z200US45880,ZCTA5 45880,"2,437"," $ 71,875.00 ",36.1%,862,130,60,54,67," $ 123,400.00 ",19.8%,862,691,17100.00%,23.5%
860Z200US45881,ZCTA5 45881,"1,704"," $ 65,375.00 ",29.1%,649,90,16,25,58," $ 141,800.00 ",17.3%,649,537,11200.00%,11.7%
860Z200US45882,ZCTA5 45882,"2,719"," $ 71,938.00 ",35.9%,"1,041",157,56,99,62," $ 158,400.00 ",15.2%,1041,883,15800.00%,16.6%
860Z200US45883,ZCTA5 45883,"4,099"," $ 113,427.00 ",61.1%,"1,201",205,212,171,146," $ 283,200.00 ",7.6%,1201,1110,9100.00%,30.9%
860Z200US45884,ZCTA5 45884,168," $ 160,417.00 ",60.0%,45,0,0,27,0," $ 110,600.00 ",17.8%,45,37,800.00%,8.7%
860Z200US45885,ZCTA5 45885,"12,744"," $ 75,054.00 ",30.1%,"5,392",698,351,398,176," $ 153,900.00 ",24.5%,5392,4071,132100.00%,15.8%
860Z200US45886,ZCTA5 45886,422," $ 81,607.00 ",40.2%,169,13,28,7,20," $ 91,700.00 ",21.3%,169,133,3600.00%,3.3%
860Z200US45887,ZCTA5 45887,"4,335"," $ 62,838.00 ",26.6%,"1,716",209,115,104,28," $ 185,400.00 ",23.7%,1716,1310,40600.00%,12.4%
860Z200US45888,ZCTA5 45888,237," $ 67,500.00 ",8.5%,130,0,0,11,0," $ 89,200.00 ",23.8%,130,99,3100.00%,6.3%
860Z200US45889,ZCTA5 45889,"1,849"," $ 112,083.00 ",56.1%,556,49,112,41,110," $ 226,000.00 ",3.6%,556,536,2000.00%,31.1%
860Z200US45890,ZCTA5 45890,873," $ 103,056.00 ",52.2%,314,56,34,34,40," $ 185,900.00 ",16.9%,314,261,5300.00%,24.8%
860Z200US45891,ZCTA5 45891,"15,522"," $ 62,944.00 ",27.3%,"6,257",563,495,463,190," $ 143,100.00 ",23.6%,6257,4783,147400.00%,18.0%
860Z200US45893,ZCTA5 45893,166," $ 60,208.00 ",6.9%,130,9,0,0,0," $ 104,000.00 ",0.0%,130,130,0.00%,7.2%
860Z200US45894,ZCTA5 45894,681," $ 74,659.00 ",17.9%,291,21,10,14,7," $ 157,000.00 ",10.7%,291,260,3100.00%,24.9%
860Z200US45895,ZCTA5 45895,"17,983"," $ 72,965.00 ",34.1%,"7,541",934,461,726,451," $ 181,700.00 ",26.0%,7541,5579,196200.00%,19.3%
860Z200US45896,ZCTA5 45896,"1,705"," $ 61,544.00 ",25.0%,667,76,45,26,20," $ 162,100.00 ",19.5%,667,537,13000.00%,12.5%
860Z200US45897,ZCTA5 45897,91,,0.0%,23,0,0,0,0,,0.0%,23,23,0.00%,31.7%
860Z200US45898,ZCTA5 45898,908," $ 54,063.00 ",20.4%,367,47,20,4,4," $ 101,500.00 ",18.0%,367,301,6600.00%,17.6%
860Z200US45899,ZCTA5 45899,180," $ 49,375.00 ",25.4%,67,7,5,3,2," $ 84,000.00 ",25.4%,67,50,1700.00%,6.6%
860Z200US48001,ZCTA5 48001,"11,502"," $ 64,538.00 ",32.0%,"5,174",583,350,396,328," $ 250,000.00 ",16.4%,5174,4324,85000.00%,17.4%
860Z200US48002,ZCTA5 48002,"3,129"," $ 91,889.00 ",44.0%,"1,301",112,117,203,141," $ 294,600.00 ",2.7%,1301,1266,3500.00%,20.7%
860Z200US48003,ZCTA5 48003,"6,045"," $ 88,533.00 ",41.7%,"2,383",316,163,310,204," $ 275,200.00 ",7.7%,2383,2199,18400.00%,21.9%
860Z200US48005,ZCTA5 48005,"5,315"," $ 110,946.00 ",56.4%,"1,830",296,280,111,346," $ 294,200.00 ",7.7%,1830,1689,14100.00%,30.5%
860Z200US48006,ZCTA5 48006,"3,891"," $ 70,451.00 ",33.3%,"1,467",131,168,102,88," $ 225,900.00 ",6.4%,1467,1373,9400.00%,13.3%
860Z200US48009,ZCTA5 48009,"21,623"," $ 152,443.00 ",64.1%,"9,337",612,602,"1,102","3,673"," $ 712,000.00 ",23.8%,9337,7114,222300.00%,63.8%
860Z200US48014,ZCTA5 48014,"4,319"," $ 70,341.00 ",32.7%,"1,740",237,92,154,86," $ 208,400.00 ",13.8%,1740,1500,24000.00%,10.3%
860Z200US48015,ZCTA5 48015,"8,448"," $ 52,857.00 ",25.1%,"3,702",335,150,296,148," $ 145,300.00 ",42.7%,3702,2123,157900.00%,17.9%
860Z200US48017,ZCTA5 48017,"11,271"," $ 86,935.00 ",42.2%,"5,732",819,515,504,581," $ 251,600.00 ",26.5%,5732,4213,151900.00%,41.7%
860Z200US48021,ZCTA5 48021,"34,003"," $ 58,196.00 ",23.0%,"13,400","1,307",942,495,337," $ 129,100.00 ",31.1%,13400,9232,416800.00%,14.2%
860Z200US48022,ZCTA5 48022,"2,517"," $ 89,702.00 ",43.8%,"1,065",167,138,121,41," $ 246,200.00 ",2.9%,1065,1034,3100.00%,10.7%
860Z200US48023,ZCTA5 48023,"4,980"," $ 79,345.00 ",39.5%,"2,117",270,172,200,195," $ 236,600.00 ",16.9%,2117,1759,35800.00%,20.4%
860Z200US48025,ZCTA5 48025,"14,755"," $ 177,126.00 ",76.5%,"5,568",574,350,949,"2,388"," $ 514,500.00 ",5.7%,5568,5253,31500.00%,63.8%
860Z200US48026,ZCTA5 48026,"14,604"," $ 61,118.00 ",30.1%,"6,506",750,359,485,364," $ 193,600.00 ",27.3%,6506,4731,177500.00%,20.8%
860Z200US48027,ZCTA5 48027,"3,182"," $ 84,939.00 ",38.5%,"1,170",121,81,114,134," $ 242,800.00 ",9.3%,1170,1061,10900.00%,15.5%
860Z200US48028,ZCTA5 48028,"1,058"," $ 106,765.00 ",57.5%,562,76,47,91,109," $ 339,100.00 ",3.4%,562,543,1900.00%,29.2%
860Z200US48030,ZCTA5 48030,"14,945"," $ 62,878.00 ",26.4%,"6,799",795,593,197,213," $ 141,200.00 ",38.4%,6799,4188,261100.00%,24.2%
860Z200US48032,ZCTA5 48032,"1,834"," $ 89,000.00 ",40.7%,740,133,72,65,31," $ 239,600.00 ",6.8%,740,690,5000.00%,15.5%
860Z200US48033,ZCTA5 48033,"16,900"," $ 55,599.00 ",23.2%,"8,406",589,433,524,404," $ 195,100.00 ",49.4%,8406,4257,414900.00%,30.6%
860Z200US48034,ZCTA5 48034,"15,213"," $ 59,634.00 ",23.6%,"7,878",473,464,543,376," $ 259,400.00 ",75.6%,7878,1922,595600.00%,37.2%
860Z200US48035,ZCTA5 48035,"33,619"," $ 69,245.00 ",27.1%,"14,930","1,526",764,"1,112",639," $ 181,300.00 ",36.8%,14930,9433,549700.00%,19.5%
860Z200US48036,ZCTA5 48036,"22,160"," $ 65,109.00 ",28.2%,"9,471",851,501,854,469," $ 201,000.00 ",29.2%,9471,6702,276900.00%,20.5%
860Z200US48038,ZCTA5 48038,"44,250"," $ 78,684.00 ",34.4%,"20,699","2,196","1,336","1,661","1,919"," $ 246,400.00 ",37.5%,20699,12945,775400.00%,27.2%
860Z200US48039,ZCTA5 48039,"7,466"," $ 76,304.00 ",30.0%,"3,280",220,271,346,148," $ 170,800.00 ",10.8%,3280,2926,35400.00%,19.4%
860Z200US48040,ZCTA5 48040,"9,942"," $ 69,661.00 ",33.1%,"4,341",493,369,350,224," $ 185,500.00 ",14.4%,4341,3718,62300.00%,23.5%
860Z200US48041,ZCTA5 48041,"4,385"," $ 87,599.00 ",45.0%,"1,721",236,142,240,156," $ 296,200.00 ",11.9%,1721,1517,20400.00%,17.2%
860Z200US48042,ZCTA5 48042,"33,303"," $ 125,433.00 ",61.5%,"11,767","1,336","1,306","2,532","2,067"," $ 374,100.00 ",4.2%,11767,11274,49300.00%,36.7%
860Z200US48043,ZCTA5 48043,"15,503"," $ 57,315.00 ",23.3%,"6,772",546,306,462,267," $ 169,000.00 ",38.2%,6772,4184,258800.00%,17.1%
860Z200US48044,ZCTA5 48044,"58,631"," $ 115,664.00 ",57.9%,"19,753","2,653","2,315","3,164","3,312"," $ 349,400.00 ",10.5%,19753,17671,208200.00%,35.1%
860Z200US48045,ZCTA5 48045,"24,118"," $ 77,808.00 ",36.8%,"11,517","1,210","1,097","1,002",931," $ 243,000.00 ",29.1%,11517,8164,335300.00%,24.8%
860Z200US48047,ZCTA5 48047,"39,825"," $ 95,381.00 ",47.2%,"16,017","2,122","1,573","2,202","1,657"," $ 297,600.00 ",19.2%,16017,12944,307300.00%,27.4%
860Z200US48048,ZCTA5 48048,"11,065"," $ 68,990.00 ",32.9%,"3,248",416,158,349,146," $ 194,800.00 ",17.7%,3248,2674,57400.00%,15.3%
860Z200US48049,ZCTA5 48049,"5,485"," $ 86,250.00 ",42.0%,"2,183",349,127,212,228," $ 226,000.00 ",10.4%,2183,1957,22600.00%,21.4%
860Z200US48050,ZCTA5 48050,"1,290"," $ 88,804.00 ",33.2%,530,37,10,66,63," $ 329,300.00 ",9.8%,530,478,5200.00%,20.2%
860Z200US48051,ZCTA5 48051,"17,716"," $ 89,923.00 ",42.5%,"6,997",854,691,625,806," $ 247,500.00 ",15.2%,6997,5931,106600.00%,23.0%
860Z200US48054,ZCTA5 48054,"7,200"," $ 76,992.00 ",34.2%,"2,992",315,186,285,237," $ 277,300.00 ",15.1%,2992,2539,45300.00%,20.4%
860Z200US48059,ZCTA5 48059,"15,371"," $ 78,841.00 ",35.2%,"6,535",885,421,504,488," $ 199,200.00 ",17.8%,6535,5375,116000.00%,27.8%
860Z200US48060,ZCTA5 48060,"39,502"," $ 51,342.00 ",19.9%,"16,684","1,405",559,640,724," $ 152,000.00 ",37.8%,16684,10385,629900.00%,16.4%
860Z200US48062,ZCTA5 48062,"9,273"," $ 75,763.00 ",39.3%,"3,527",391,356,300,340," $ 249,000.00 ",19.0%,3527,2856,67100.00%,24.7%
860Z200US48063,ZCTA5 48063,"4,106"," $ 91,591.00 ",46.0%,"1,558",211,161,175,169," $ 297,500.00 ",11.9%,1558,1373,18500.00%,29.3%
860Z200US48064,ZCTA5 48064,"3,996"," $ 79,375.00 ",37.4%,"1,429",141,94,94,206," $ 280,400.00 ",5.2%,1429,1354,7500.00%,18.4%
860Z200US48065,ZCTA5 48065,"11,344"," $ 104,348.00 ",51.5%,"4,574",642,455,580,680," $ 341,000.00 ",17.8%,4574,3760,81400.00%,32.7%
860Z200US48066,ZCTA5 48066,"47,240"," $ 61,222.00 ",23.5%,"21,156","2,289","1,407",698,584," $ 142,700.00 ",35.5%,21156,13653,750300.00%,14.8%
860Z200US48067,ZCTA5 48067,"24,496"," $ 107,355.00 ",53.4%,"12,923","1,504","1,184","1,854","2,365"," $ 309,200.00 ",32.5%,12923,8724,419900.00%,62.2%
860Z200US48069,ZCTA5 48069,"2,607"," $ 161,058.00 ",72.3%,"1,173",73,148,162,465," $ 435,500.00 ",4.6%,1173,1119,5400.00%,70.0%
860Z200US48070,ZCTA5 48070,"6,322"," $ 188,229.00 ",79.3%,"2,325",169,163,436,"1,075"," $ 470,600.00 ",3.9%,2325,2235,9000.00%,68.1%
860Z200US48071,ZCTA5 48071,"28,411"," $ 66,726.00 ",26.6%,"13,685","1,334",973,867,462," $ 190,300.00 ",36.2%,13685,8735,495000.00%,30.3%
860Z200US48072,ZCTA5 48072,"15,084"," $ 113,103.00 ",56.3%,"6,852",918,741,"1,105","1,097"," $ 289,200.00 ",14.3%,6852,5874,97800.00%,54.6%
860Z200US48073,ZCTA5 48073,"33,427"," $ 86,426.00 ",43.1%,"16,466","1,655","1,511","1,696","2,240"," $ 302,800.00 ",34.4%,16466,10807,565900.00%,54.5%
860Z200US48074,ZCTA5 48074,"9,617"," $ 69,600.00 ",33.9%,"3,736",533,311,268,154," $ 191,800.00 ",10.2%,3736,3356,38000.00%,15.1%
860Z200US48075,ZCTA5 48075,"23,158"," $ 67,630.00 ",31.3%,"9,850","1,148",538,853,542," $ 218,900.00 ",40.7%,9850,5840,401000.00%,36.5%
860Z200US48076,ZCTA5 48076,"24,817"," $ 85,171.00 ",39.3%,"10,503","1,234",772,"1,015","1,103"," $ 251,300.00 ",27.5%,10503,7611,289200.00%,41.7%
860Z200US48079,ZCTA5 48079,"12,683"," $ 80,313.00 ",41.5%,"5,202",721,438,427,572," $ 276,600.00 ",17.8%,5202,4277,92500.00%,23.6%
860Z200US48080,ZCTA5 48080,"21,799"," $ 69,884.00 ",32.7%,"11,086","1,297",655,"1,087",584," $ 188,800.00 ",20.2%,11086,8848,223800.00%,31.1%
860Z200US48081,ZCTA5 48081,"20,254"," $ 75,735.00 ",35.1%,"9,148","1,204",754,772,478," $ 202,400.00 ",15.1%,9148,7767,138100.00%,25.3%
860Z200US48082,ZCTA5 48082,"16,164"," $ 76,372.00 ",36.8%,"7,240",844,707,626,489," $ 200,600.00 ",13.0%,7240,6301,93900.00%,25.1%
860Z200US48083,ZCTA5 48083,"23,619"," $ 88,551.00 ",42.4%,"9,866","1,001",887,"1,004","1,293"," $ 293,300.00 ",36.3%,9866,6285,358100.00%,50.3%
860Z200US48084,ZCTA5 48084,"15,659"," $ 106,004.00 ",52.5%,"6,979",879,596,878,"1,308"," $ 420,000.00 ",53.0%,6979,3278,370100.00%,68.6%
860Z200US48085,ZCTA5 48085,"27,371"," $ 144,146.00 ",68.2%,"9,117",922,939,"2,149","2,210"," $ 395,300.00 ",8.2%,9117,8368,74900.00%,55.6%
860Z200US48088,ZCTA5 48088,"23,443"," $ 79,137.00 ",37.6%,"9,500","1,063",710,"1,138",658," $ 205,400.00 ",13.0%,9500,8266,123400.00%,21.9%
860Z200US48089,ZCTA5 48089,"32,126"," $ 53,076.00 ",21.5%,"12,471","1,180",686,534,277," $ 117,300.00 ",44.9%,12471,6876,559500.00%,11.0%
860Z200US48091,ZCTA5 48091,"30,207"," $ 53,400.00 ",19.7%,"11,274",838,693,336,352," $ 138,700.00 ",34.2%,11274,7418,385600.00%,15.5%
860Z200US48092,ZCTA5 48092,"27,867"," $ 71,761.00 ",31.9%,"10,708","1,212",708,769,724," $ 205,300.00 ",21.9%,10708,8361,234700.00%,25.1%
860Z200US48093,ZCTA5 48093,"24,485"," $ 66,420.00 ",30.7%,"10,123","1,194",587,668,657," $ 197,100.00 ",26.0%,10123,7490,263300.00%,24.2%
860Z200US48094,ZCTA5 48094,"20,638"," $ 96,781.00 ",47.9%,"7,934",691,616,"1,293","1,203"," $ 399,100.00 ",18.9%,7934,6437,149700.00%,34.2%
860Z200US48095,ZCTA5 48095,"5,682"," $ 121,713.00 ",58.7%,"2,063",192,138,519,363," $ 393,200.00 ",3.7%,2063,1986,7700.00%,34.0%
860Z200US48096,ZCTA5 48096,"3,779"," $ 112,311.00 ",55.3%,"1,632",159,248,338,157," $ 380,500.00 ",16.7%,1632,1360,27200.00%,22.9%
860Z200US48097,ZCTA5 48097,"5,400"," $ 58,177.00 ",25.9%,"2,207",210,171,143,47," $ 174,800.00 ",19.7%,2207,1773,43400.00%,11.1%
860Z200US48098,ZCTA5 48098,"20,658"," $ 165,781.00 ",73.2%,"7,407",630,629,"1,295","2,868"," $ 485,300.00 ",8.0%,7407,6818,58900.00%,69.4%
860Z200US48101,ZCTA5 48101,"28,128"," $ 80,045.00 ",39.0%,"11,822","1,633","1,004","1,078",901," $ 174,500.00 ",13.8%,11822,10190,163200.00%,29.0%
